Organization,Raw Grade Code,Normalized Grade Family,Normalized Seniority Tier,International / National / Local,Staff / Consultant / Contractor / Other,Approximate UN Equivalent,Approximate Experience Range,Typical Role Scope,Supervisory Expectations,Notes / Caveats,Confidence Level,Evidence Type
UNIDO,Temporary Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNIDO,Temporary appointment under Staff Rule 420.4,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNIDO,Full time,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNIDO,FULL_TIME,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNOPS,Fixed Term,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNOPS,Fixed Term Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNOPS,Temporary,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNOPS,Temporary Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNOPS,Temporary appointment under Staff Rule 420.4,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNOPS,Full time,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNOPS,FULL_TIME,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
United Nations Careers,Fixed Term,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
